intent-group,loom-design,molecule,strain,loom-name,loom-description,design/epitope,design/misc,design/misc-2,design-genome/organism,design/orf,design/epitope-protein-mutations,design/epitope-source-organism,design/orf-protein-mutations,design/orf-source-organism,design/part,design/backbone,selection-marker/antibiotic-resistance,design-properties/copy-number
Mammalian expression,1062,4133608,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,TapTag protein purification sequence tag |  |  | synthetic | TapTag protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725307.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_6,ampicillin,high
Mammalian expression,1062,4133470,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,V5 protein purification sequence tag |  |  | synthetic | V5 protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Hygro_6,ampicillin,high
Mammalian expression,1062,4133902,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,3xFlag protein purification sequence tag |  |  | synthetic | 3xFlag protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009724391.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_6,ampicillin,high
Mammalian expression,1062,4134233,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,V5 protein purification sequence tag |  |  | synthetic | V5 protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009724390.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Hygro_6,ampicillin,high
Mammalian expression,1062,4134416,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,CBP protein purification sequence tag |  |  | synthetic | CBP protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725298.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_6,ampicillin,high
Mammalian expression,1062,4133306,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,V5 protein purification sequence tag |  |  | synthetic | V5 protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Puro_6,ampicillin,high
Mammalian expression,1062,4134518,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,CBP protein purification sequence tag |  |  | synthetic | CBP protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009724397.2,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Hygro_6,ampicillin,high
Mammalian expression,1062,4133480,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,S-tag protein purification sequence tag |  |  | synthetic | S-tag protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Hygro_6,ampicillin,high
Mammalian expression,1062,4133341,,Biofab version of Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,V5 protein purification sequence tag |  |  | synthetic | V5 protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009724390.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_6,ampicillin,high
Mammalian expression,1062,4134185,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,V5 protein purification sequence tag |  |  | synthetic | V5 protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725297.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Puro_6,ampicillin,high
Mammalian expression,1062,4133974,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,6xHis-003,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725310.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Hygro_6,ampicillin,high
Mammalian expression,1062,4133838,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,HA protein purification sequence tag |  |  | synthetic | HA protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725297.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Puro_6,ampicillin,high
Mammalian expression,1062,4134011,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,CBP protein purification sequence tag |  |  | synthetic | CBP protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725310.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_6,ampicillin,high
Mammalian expression,1062,4133679,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,TapTag protein purification sequence tag |  |  | synthetic | TapTag protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009724391.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Hygro_6,ampicillin,high
Mammalian expression,1062,4134158,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,6xHis-003,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725305.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Puro_6,ampicillin,high
Mammalian expression,1062,4133623,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,TRX protein purification sequence tag |  |  | synthetic | TRX protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725301.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Puro_6,ampicillin,high
Mammalian expression,1062,4133759,,Biofab version of Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,6xHis-003,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_6,ampicillin,high
Mammalian expression,1062,4133171,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,S-tag protein purification sequence tag |  |  | synthetic | S-tag protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725308.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Puro_6,ampicillin,high
Mammalian expression,1062,4133185,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,S-tag protein purification sequence tag |  |  | synthetic | S-tag protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725318.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Hygro_6,ampicillin,high
Mammalian expression,1062,4133611,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,HA protein purification sequence tag |  |  | synthetic | HA protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009724395.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_6,ampicillin,high
Mammalian expression,1062,4134536,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,TRX protein purification sequence tag |  |  | synthetic | TRX protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009724391.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Hygro_6,ampicillin,high
Mammalian expression,1062,4133496,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,S-tag protein purification sequence tag |  |  | synthetic | S-tag protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725300.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Puro_6,ampicillin,high
Mammalian expression,1062,4133869,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,TRX protein purification sequence tag |  |  | synthetic | TRX protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725304.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Puro_6,ampicillin,high
Mammalian expression,1062,4133155,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,HA protein purification sequence tag |  |  | synthetic | HA protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725318.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Hygro_6,ampicillin,high
Mammalian expression,1062,4133360,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,S-tag protein purification sequence tag |  |  | synthetic | S-tag protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725310.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_6,ampicillin,high
Mammalian expression,1062,4133858,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,HA protein purification sequence tag |  |  | synthetic | HA protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725308.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Puro_6,ampicillin,high
Mammalian expression,1062,4133895,,Biofab version of Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,3xFlag protein purification sequence tag |  |  | synthetic | 3xFlag protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_6,ampicillin,high
Mammalian expression,1062,4133964,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,HA protein purification sequence tag |  |  | synthetic | HA protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725301.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_6,ampicillin,high
Mammalian expression,1062,4134385,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,S-tag protein purification sequence tag |  |  | synthetic | S-tag protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725255.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Puro_6,ampicillin,high
Mammalian expression,1062,4133791,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,CBP protein purification sequence tag |  |  | synthetic | CBP protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725305.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Hygro_6,ampicillin,high
Mammalian expression,1062,4133402,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,HA protein purification sequence tag |  |  | synthetic | HA protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725305.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Hygro_6,ampicillin,high
Mammalian expression,1062,4134154,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,HA protein purification sequence tag |  |  | synthetic | HA protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009724390.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Puro_6,ampicillin,high
Mammalian expression,1062,4134208,,Copy of  Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,TapTag protein purification sequence tag |  |  | synthetic | TapTag protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009725302.1,wt,synthetic,wt,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_Hygro_6,ampicillin,high
Mammalian expression,1062,4133729,,Biofab version of Mammalian encoding Covid19 orf expression with tags round 1 (1047),Synthesis of Mammalian encoded Covid19 orfs in mammalian plasmid backbones,TapTag protein purification sequence tag |  |  | synthetic | TapTag protein purification sequence tag | wt | H. sapiens recode 1,,,Homo sapiens,Severe acute respiratory syndrome coronavirus 2:YP_009724390.1,wt,synthetic,d1,Severe acute respiratory syndrome coronavirus 2,,pTwist_CMV_6,ampicillin,high
