intent-group,loom-design,molecule,loom-name,loom-description,design/epitope,design/orf,design/orf-2,design/promoter,design/orf-protein-mutations,design/orf-source-organism,design/orf-2-protein-mutations,design/orf-2-source-organism,design/promoter-source-organism,design-genome/organism,design/backbone
Yeast expression,946,4046205,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725310.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046477,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725304.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046349,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,Sc 3x FLAG tag,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046485,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724391.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046445,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725305.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046386,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,Sc 3x FLAG tag,Severe acute respiratory syndrome coronavirus 2:YP_009724397.2,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046216,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724393.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046182,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,Sc 3x FLAG tag,Severe acute respiratory syndrome coronavirus 2:YP_009725300.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046208,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725300.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046562,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,,,pTEF1,,,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046326,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724395.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046171,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046530,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,Sc 3x FLAG tag,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046384,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725310.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046260,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046214,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725311.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046495,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725304.1,Escherichia coli (strain K12):P0AEX9,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046392,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725297.1,Escherichia coli (strain K12):P0AEX9,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046588,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724397.2,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046261,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724392.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046319,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,Sc 3x FLAG tag,Severe acute respiratory syndrome coronavirus 2:YP_009725307.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046432,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,Sc 3x FLAG tag,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046160,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725300.1,Escherichia coli (strain K12):P0AEX9,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046569,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725255.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046578,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724397.2,Escherichia coli (strain K12):P0AEX9,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046233,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046163,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725297.1,Escherichia coli (strain K12):P0AEX9,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046371,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,Sc 3x FLAG tag,Severe acute respiratory syndrome coronavirus 2:YP_009725301.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046459,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725306.1,Escherichia coli (strain K12):P0AEX9,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046402,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725305.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046575,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724397.2,Escherichia coli (strain K12):P0AEX9,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046330,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725255.1,Escherichia coli (strain K12):P0AEX9,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046167,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725305.1,Escherichia coli (strain K12):P0AEX9,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046518,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,Escherichia coli (strain K12):P0AEX9,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046519,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,Sc 3x FLAG tag,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046253,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724393.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
